order_id,fecha_pedido,producto_categoria,zona_destino,carrier,peso_kg,valor_mercaderia,costo_envio,dias_prometidos,estado,dias_reales,entrega_a_tiempo,fecha_entrega,mes,trimestre,semana
ORD-01537,2023-08-13 07:13:14.318863,Farmacia,CABA,Correo Argentino,2.44,5867.75,1253.25,3,En tránsito,1,True,2023-08-14 07:13:14.318863,8,3,32
ORD-01538,2023-08-13 10:43:31.242248,Farmacia,GBA Norte,PickIt,0.56,641.66,2152.87,7,Entregado,6,True,2023-08-19 10:43:31.242248,8,3,32
ORD-01539,2023-08-13 14:13:48.165633,Alimentos,Córdoba,Rappi Envíos,10.1,1285.84,179.61,2,Entregado,3,False,2023-08-16 14:13:48.165633,8,3,32
ORD-01540,2023-08-13 17:44:05.089017,Ferretería,Córdoba,Rappi Envíos,2.25,1118.04,850.79,7,En tránsito,10,False,2023-08-23 17:44:05.089017,8,3,32
ORD-01541,2023-08-13 21:14:22.012402,Indumentaria,CABA,Correo Argentino,2.42,316.02,2490.71,2,Entregado,1,True,2023-08-14 21:14:22.012402,8,3,32
ORD-01542,2023-08-14 00:44:38.935787,Ferretería,GBA Sur,PickIt,7.13,822.58,1155.42,3,Entregado,2,True,2023-08-16 00:44:38.935787,8,3,33
ORD-01543,2023-08-14 04:14:55.859171,Alimentos,Rosario,Rappi Envíos,2.94,226.17,2237.96,3,Entregado,1,True,2023-08-15 04:14:55.859171,8,3,33
ORD-01544,2023-08-14 07:45:12.782556,Alimentos,GBA Norte,Rappi Envíos,1.08,927.67,920.8,2,Entregado,5,False,2023-08-19 07:45:12.782556,8,3,33
ORD-01545,2023-08-14 11:15:29.705941,Alimentos,Córdoba,Andreani,1.05,388.38,1384.52,3,Entregado,4,False,2023-08-18 11:15:29.705941,8,3,33
ORD-01546,2023-08-14 14:45:46.629325,Electrónica,GBA Sur,Andreani,2.09,1299.73,2157.41,3,Entregado,2,True,2023-08-16 14:45:46.629325,8,3,33
ORD-01547,2023-08-14 18:16:03.552710,Ferretería,Rosario,OCA,6.04,804.4,1573.68,2,Entregado,1,True,2023-08-15 18:16:03.552710,8,3,33
ORD-01548,2023-08-14 21:46:20.476095,Ferretería,Rosario,Correo Argentino,4.75,791.7,1854.2,2,Entregado,2,True,2023-08-16 21:46:20.476095,8,3,33
ORD-01549,2023-08-15 01:16:37.399479,Farmacia,GBA Norte,PickIt,9.87,5184.46,687.76,2,Entregado,1,True,2023-08-16 01:16:37.399479,8,3,33
ORD-01550,2023-08-15 04:46:54.322864,Farmacia,GBA Oeste,Rappi Envíos,0.22,1177.1,516.34,3,Entregado,1,True,2023-08-16 04:46:54.322864,8,3,33
ORD-01551,2023-08-15 08:17:11.246249,Farmacia,Rosario,Rappi Envíos,0.94,7174.03,691.22,3,Entregado,3,True,2023-08-18 08:17:11.246249,8,3,33
ORD-01552,2023-08-15 11:47:28.169633,Alimentos,GBA Oeste,OCA,0.25,1713.63,1308.66,3,En tránsito,5,False,2023-08-20 11:47:28.169633,8,3,33
ORD-01553,2023-08-15 15:17:45.093018,Ferretería,Rosario,Rappi Envíos,4.17,2478.86,2032.27,1,Entregado,1,True,2023-08-16 15:17:45.093018,8,3,33
ORD-01554,2023-08-15 18:48:02.016403,Alimentos,GBA Norte,Correo Argentino,0.46,459.66,981.89,3,En tránsito,5,False,2023-08-20 18:48:02.016403,8,3,33
ORD-01555,2023-08-15 22:18:18.939787,Electrónica,CABA,OCA,0.32,548.03,1477.32,5,Entregado,7,False,2023-08-22 22:18:18.939787,8,3,33
ORD-01556,2023-08-16 01:48:35.863172,Farmacia,GBA Norte,Correo Argentino,2.47,1115.73,2041.31,2,Entregado,1,True,2023-08-17 01:48:35.863172,8,3,33
ORD-01557,2023-08-16 05:18:52.786557,Alimentos,GBA Norte,OCA,1.59,3688.87,711.12,2,En tránsito,2,True,2023-08-18 05:18:52.786557,8,3,33
ORD-01558,2023-08-16 08:49:09.709941,Alimentos,CABA,Rappi Envíos,3.77,762.84,2224.99,3,Entregado,3,True,2023-08-19 08:49:09.709941,8,3,33
ORD-01559,2023-08-16 12:19:26.633326,Electrónica,CABA,OCA,2.0,262.05,2389.74,3,Entregado,4,False,2023-08-20 12:19:26.633326,8,3,33
ORD-01560,2023-08-16 15:49:43.556711,Indumentaria,GBA Sur,Andreani,1.66,1632.7,241.58,3,Entregado,5,False,2023-08-21 15:49:43.556711,8,3,33
ORD-01561,2023-08-16 19:20:00.480096,Ferretería,Rosario,PickIt,1.66,1169.09,288.91,7,Entregado,10,False,2023-08-26 19:20:00.480096,8,3,33
ORD-01562,2023-08-16 22:50:17.403480,Indumentaria,GBA Sur,Rappi Envíos,6.16,632.06,363.76,5,Entregado,4,True,2023-08-20 22:50:17.403480,8,3,33
ORD-01563,2023-08-17 02:20:34.326865,Farmacia,CABA,PickIt,1.51,755.16,1975.41,3,Entregado,5,False,2023-08-22 02:20:34.326865,8,3,33
ORD-01564,2023-08-17 05:50:51.250250,Alimentos,GBA Oeste,Rappi Envíos,1.22,458.94,594.94,3,Entregado,4,False,2023-08-21 05:50:51.250250,8,3,33
ORD-01565,2023-08-17 09:21:08.173634,Electrónica,GBA Oeste,PickIt,1.24,2762.54,1855.39,2,Entregado,1,True,2023-08-18 09:21:08.173634,8,3,33
ORD-01566,2023-08-17 12:51:25.097019,Electrónica,GBA Norte,Andreani,0.66,1122.51,1187.0,3,Entregado,1,True,2023-08-18 12:51:25.097019,8,3,33
ORD-01567,2023-08-17 16:21:42.020404,Ferretería,Córdoba,PickIt,5.91,1394.76,2115.2,5,Entregado,5,True,2023-08-22 16:21:42.020404,8,3,33
ORD-01568,2023-08-17 19:51:58.943788,Indumentaria,GBA Norte,OCA,0.48,604.0,2050.11,5,En tránsito,5,True,2023-08-22 19:51:58.943788,8,3,33
ORD-01569,2023-08-17 23:22:15.867173,Ferretería,GBA Norte,PickIt,7.18,4172.32,2405.21,3,Devuelto,2,True,2023-08-19 23:22:15.867173,8,3,33
ORD-01570,2023-08-18 02:52:32.790558,Alimentos,Córdoba,Rappi Envíos,1.0,1367.58,739.94,2,Entregado,3,False,2023-08-21 02:52:32.790558,8,3,33
ORD-01571,2023-08-18 06:22:49.713942,Ferretería,Rosario,Correo Argentino,6.89,128.88,688.71,2,En tránsito,1,True,2023-08-19 06:22:49.713942,8,3,33
ORD-01572,2023-08-18 09:53:06.637327,Electrónica,CABA,PickIt,4.69,1737.12,224.04,1,Entregado,1,True,2023-08-19 09:53:06.637327,8,3,33
ORD-01573,2023-08-18 13:23:23.560712,Electrónica,GBA Oeste,PickIt,2.62,841.92,1114.48,5,Entregado,5,True,2023-08-23 13:23:23.560712,8,3,33
ORD-01574,2023-08-18 16:53:40.484096,Farmacia,GBA Norte,PickIt,3.32,930.81,1228.8,2,Entregado,2,True,2023-08-20 16:53:40.484096,8,3,33
ORD-01575,2023-08-18 20:23:57.407481,Farmacia,Córdoba,Rappi Envíos,1.18,2962.21,2416.61,3,Demorado,2,True,2023-08-20 20:23:57.407481,8,3,33
ORD-01576,2023-08-18 23:54:14.330866,Alimentos,GBA Sur,PickIt,2.56,1198.2,2102.35,5,Entregado,4,True,2023-08-22 23:54:14.330866,8,3,33
ORD-01577,2023-08-19 03:24:31.254250,Indumentaria,GBA Norte,Rappi Envíos,1.04,6077.46,541.96,2,Demorado,1,True,2023-08-20 03:24:31.254250,8,3,33
ORD-01578,2023-08-19 06:54:48.177635,Ferretería,GBA Oeste,Rappi Envíos,1.54,1218.76,2026.45,3,En tránsito,3,True,2023-08-22 06:54:48.177635,8,3,33
ORD-01579,2023-08-19 10:25:05.101020,Alimentos,CABA,Correo Argentino,4.34,687.72,569.0,2,Entregado,4,False,2023-08-23 10:25:05.101020,8,3,33
ORD-01580,2023-08-19 13:55:22.024404,Farmacia,GBA Norte,OCA,0.84,178.88,332.75,3,Entregado,2,True,2023-08-21 13:55:22.024404,8,3,33
ORD-01581,2023-08-19 17:25:38.947789,Ferretería,GBA Norte,Rappi Envíos,5.48,534.93,2117.14,1,En tránsito,1,True,2023-08-20 17:25:38.947789,8,3,33
ORD-01582,2023-08-19 20:55:55.871174,Farmacia,Rosario,Andreani,1.41,794.53,2443.51,3,Entregado,5,False,2023-08-24 20:55:55.871174,8,3,33
ORD-01583,2023-08-20 00:26:12.794558,Ferretería,Córdoba,PickIt,2.28,4751.84,357.08,5,Devuelto,4,True,2023-08-24 00:26:12.794558,8,3,33
ORD-01584,2023-08-20 03:56:29.717943,Indumentaria,GBA Sur,Andreani,8.54,691.9,2062.72,3,Devuelto,4,False,2023-08-24 03:56:29.717943,8,3,33
ORD-01585,2023-08-20 07:26:46.641328,Alimentos,GBA Sur,PickIt,3.43,5664.72,2169.15,3,Entregado,1,True,2023-08-21 07:26:46.641328,8,3,33
ORD-01586,2023-08-20 10:57:03.564712,Ferretería,CABA,Correo Argentino,3.11,347.82,429.08,5,Entregado,4,True,2023-08-24 10:57:03.564712,8,3,33
ORD-01587,2023-08-20 14:27:20.488097,Electrónica,GBA Oeste,Rappi Envíos,3.73,506.5,815.65,2,Entregado,2,True,2023-08-22 14:27:20.488097,8,3,33
ORD-01588,2023-08-20 17:57:37.411482,Electrónica,CABA,OCA,7.51,3384.55,1874.1,5,Demorado,6,False,2023-08-26 17:57:37.411482,8,3,33
ORD-01589,2023-08-20 21:27:54.334866,Ferretería,GBA Norte,Rappi Envíos,0.86,604.79,2048.17,2,Entregado,5,False,2023-08-25 21:27:54.334866,8,3,33
ORD-01590,2023-08-21 00:58:11.258251,Ferretería,GBA Norte,PickIt,2.85,3291.93,981.84,3,Entregado,2,True,2023-08-23 00:58:11.258251,8,3,34
ORD-01591,2023-08-21 04:28:28.181636,Ferretería,GBA Sur,OCA,1.53,479.96,525.83,2,Entregado,2,True,2023-08-23 04:28:28.181636,8,3,34
ORD-01592,2023-08-21 07:58:45.105021,Electrónica,GBA Oeste,Rappi Envíos,0.1,530.55,1673.61,2,Devuelto,1,True,2023-08-22 07:58:45.105021,8,3,34
ORD-01593,2023-08-21 11:29:02.028405,Electrónica,Córdoba,OCA,0.4,2083.59,1799.63,7,Entregado,8,False,2023-08-29 11:29:02.028405,8,3,34
ORD-01594,2023-08-21 14:59:18.951790,Ferretería,GBA Oeste,PickIt,1.18,486.72,1333.48,2,Demorado,4,False,2023-08-25 14:59:18.951790,8,3,34
ORD-01595,2023-08-21 18:29:35.875175,Farmacia,GBA Norte,Correo Argentino,2.5,833.47,490.61,2,Entregado,5,False,2023-08-26 18:29:35.875175,8,3,34
ORD-01596,2023-08-21 21:59:52.798559,Farmacia,Córdoba,Correo Argentino,6.4,1627.46,2134.54,3,Entregado,3,True,2023-08-24 21:59:52.798559,8,3,34
ORD-01597,2023-08-22 01:30:09.721944,Indumentaria,GBA Oeste,Rappi Envíos,4.7,851.84,1666.38,2,En tránsito,3,False,2023-08-25 01:30:09.721944,8,3,34
ORD-01598,2023-08-22 05:00:26.645329,Alimentos,GBA Oeste,Andreani,2.42,624.79,2192.54,5,Entregado,7,False,2023-08-29 05:00:26.645329,8,3,34
ORD-01599,2023-08-22 08:30:43.568713,Farmacia,Córdoba,PickIt,0.23,327.92,2342.48,7,Entregado,6,True,2023-08-28 08:30:43.568713,8,3,34
ORD-01600,2023-08-22 12:01:00.492098,Electrónica,GBA Norte,Rappi Envíos,1.01,4671.93,2043.39,2,En tránsito,4,False,2023-08-26 12:01:00.492098,8,3,34
ORD-01601,2023-08-22 15:31:17.415483,Farmacia,GBA Oeste,Rappi Envíos,1.37,5631.39,2402.84,1,Entregado,1,True,2023-08-23 15:31:17.415483,8,3,34
ORD-01602,2023-08-22 19:01:34.338867,Indumentaria,Córdoba,Correo Argentino,2.92,1524.37,2392.51,2,Entregado,3,False,2023-08-25 19:01:34.338867,8,3,34
ORD-01603,2023-08-22 22:31:51.262252,Indumentaria,Rosario,OCA,0.2,869.47,1605.46,3,Entregado,2,True,2023-08-24 22:31:51.262252,8,3,34
ORD-01604,2023-08-23 02:02:08.185637,Alimentos,Rosario,PickIt,2.27,918.58,1861.21,2,Entregado,2,True,2023-08-25 02:02:08.185637,8,3,34
ORD-01605,2023-08-23 05:32:25.109021,Farmacia,GBA Norte,OCA,6.95,2520.45,1793.61,3,En tránsito,1,True,2023-08-24 05:32:25.109021,8,3,34
ORD-01606,2023-08-23 09:02:42.032406,Electrónica,Córdoba,PickIt,3.67,3077.22,1609.67,5,Entregado,6,False,2023-08-29 09:02:42.032406,8,3,34
ORD-01607,2023-08-23 12:32:58.955791,Electrónica,Rosario,Andreani,4.78,638.96,195.48,3,Entregado,6,False,2023-08-29 12:32:58.955791,8,3,34
ORD-01608,2023-08-23 16:03:15.879175,Ferretería,Córdoba,Correo Argentino,3.43,3211.87,986.38,2,Entregado,3,False,2023-08-26 16:03:15.879175,8,3,34
ORD-01609,2023-08-23 19:33:32.802560,Electrónica,GBA Oeste,Andreani,0.69,2028.58,385.18,3,Entregado,1,True,2023-08-24 19:33:32.802560,8,3,34
ORD-01610,2023-08-23 23:03:49.725945,Alimentos,GBA Norte,Rappi Envíos,0.35,3156.51,855.61,5,Entregado,4,True,2023-08-27 23:03:49.725945,8,3,34
ORD-01611,2023-08-24 02:34:06.649329,Alimentos,Rosario,Correo Argentino,5.31,221.01,311.13,3,Entregado,4,False,2023-08-28 02:34:06.649329,8,3,34
ORD-01612,2023-08-24 06:04:23.572714,Electrónica,GBA Oeste,Rappi Envíos,3.57,721.11,2312.07,2,En tránsito,2,True,2023-08-26 06:04:23.572714,8,3,34
ORD-01613,2023-08-24 09:34:40.496099,Electrónica,CABA,Andreani,2.57,922.51,1210.63,3,Devuelto,4,False,2023-08-28 09:34:40.496099,8,3,34
ORD-01614,2023-08-24 13:04:57.419483,Ferretería,CABA,PickIt,0.63,686.12,595.01,3,Demorado,6,False,2023-08-30 13:04:57.419483,8,3,34
ORD-01615,2023-08-24 16:35:14.342868,Electrónica,GBA Norte,Rappi Envíos,2.77,7460.09,1524.23,2,Entregado,2,True,2023-08-26 16:35:14.342868,8,3,34
ORD-01616,2023-08-24 20:05:31.266253,Ferretería,Rosario,OCA,0.1,727.88,611.66,7,Entregado,7,True,2023-08-31 20:05:31.266253,8,3,34
ORD-01617,2023-08-24 23:35:48.189637,Ferretería,Rosario,PickIt,0.38,1751.79,2040.43,5,En tránsito,4,True,2023-08-28 23:35:48.189637,8,3,34
ORD-01618,2023-08-25 03:06:05.113022,Electrónica,Rosario,PickIt,1.12,1277.73,868.91,3,Entregado,5,False,2023-08-30 03:06:05.113022,8,3,34
ORD-01619,2023-08-25 06:36:22.036407,Indumentaria,Córdoba,Andreani,1.76,820.38,890.02,5,Demorado,9,False,2023-09-03 06:36:22.036407,8,3,34
ORD-01620,2023-08-25 10:06:38.959791,Indumentaria,GBA Oeste,Andreani,0.39,539.89,2194.38,3,Demorado,3,True,2023-08-28 10:06:38.959791,8,3,34
ORD-01621,2023-08-25 13:36:55.883176,Ferretería,Rosario,Correo Argentino,0.38,8568.5,1464.13,5,Entregado,6,False,2023-08-31 13:36:55.883176,8,3,34
ORD-01622,2023-08-25 17:07:12.806561,Electrónica,GBA Oeste,Correo Argentino,3.88,878.42,2235.16,3,Entregado,3,True,2023-08-28 17:07:12.806561,8,3,34
ORD-01623,2023-08-25 20:37:29.729945,Indumentaria,GBA Norte,OCA,2.53,2632.22,1120.29,3,Entregado,2,True,2023-08-27 20:37:29.729945,8,3,34
ORD-01624,2023-08-26 00:07:46.653330,Electrónica,Rosario,PickIt,2.29,1086.1,958.23,1,Entregado,3,False,2023-08-29 00:07:46.653330,8,3,34
ORD-01625,2023-08-26 03:38:03.576715,Electrónica,GBA Norte,OCA,1.81,693.17,1339.58,2,En tránsito,2,True,2023-08-28 03:38:03.576715,8,3,34
ORD-01626,2023-08-26 07:08:20.500100,Electrónica,Rosario,OCA,11.26,1222.06,294.51,3,Cancelado,4,False,2023-08-30 07:08:20.500100,8,3,34
ORD-01627,2023-08-26 10:38:37.423484,Farmacia,CABA,Andreani,0.15,1492.36,512.37,3,Demorado,4,False,2023-08-30 10:38:37.423484,8,3,34
ORD-01628,2023-08-26 14:08:54.346869,Electrónica,GBA Sur,OCA,0.6,685.68,665.88,3,Entregado,2,True,2023-08-28 14:08:54.346869,8,3,34
ORD-01629,2023-08-26 17:39:11.270254,Farmacia,GBA Norte,OCA,3.13,510.49,2069.19,3,Devuelto,3,True,2023-08-29 17:39:11.270254,8,3,34
ORD-01630,2023-08-26 21:09:28.193638,Ferretería,Rosario,Rappi Envíos,0.44,1765.47,1874.43,5,En tránsito,4,True,2023-08-30 21:09:28.193638,8,3,34
ORD-01631,2023-08-27 00:39:45.117023,Indumentaria,GBA Sur,Correo Argentino,2.67,1231.97,604.27,1,Demorado,1,True,2023-08-28 00:39:45.117023,8,3,34
ORD-01632,2023-08-27 04:10:02.040408,Indumentaria,GBA Norte,Correo Argentino,2.52,571.32,800.36,2,Demorado,2,True,2023-08-29 04:10:02.040408,8,3,34
ORD-01633,2023-08-27 07:40:18.963792,Indumentaria,Córdoba,PickIt,10.62,429.05,2369.02,2,Entregado,3,False,2023-08-30 07:40:18.963792,8,3,34
ORD-01634,2023-08-27 11:10:35.887177,Indumentaria,Rosario,Correo Argentino,6.45,1555.07,351.64,2,Entregado,4,False,2023-08-31 11:10:35.887177,8,3,34
ORD-01635,2023-08-27 14:40:52.810562,Indumentaria,Córdoba,PickIt,8.73,161.08,1436.52,3,Entregado,3,True,2023-08-30 14:40:52.810562,8,3,34
ORD-01636,2023-08-27 18:11:09.733946,Indumentaria,CABA,Rappi Envíos,0.36,845.05,1376.72,5,Entregado,3,True,2023-08-30 18:11:09.733946,8,3,34
ORD-01637,2023-08-27 21:41:26.657331,Indumentaria,Rosario,Correo Argentino,6.08,1255.25,1855.41,2,Entregado,5,False,2023-09-01 21:41:26.657331,8,3,34
ORD-01638,2023-08-28 01:11:43.580716,Ferretería,CABA,Rappi Envíos,0.41,6233.37,764.37,5,Entregado,5,True,2023-09-02 01:11:43.580716,8,3,35
ORD-01639,2023-08-28 04:42:00.504100,Electrónica,GBA Sur,Correo Argentino,3.01,1108.19,2346.72,5,Entregado,3,True,2023-08-31 04:42:00.504100,8,3,35
ORD-01640,2023-08-28 08:12:17.427485,Alimentos,GBA Norte,Correo Argentino,3.82,811.44,1114.87,3,Entregado,3,True,2023-08-31 08:12:17.427485,8,3,35
ORD-01641,2023-08-28 11:42:34.350870,Farmacia,GBA Oeste,Rappi Envíos,0.53,1457.62,821.44,3,Cancelado,2,True,2023-08-30 11:42:34.350870,8,3,35
ORD-01642,2023-08-28 15:12:51.274254,Alimentos,CABA,OCA,3.0,535.64,941.64,2,Entregado,2,True,2023-08-30 15:12:51.274254,8,3,35
ORD-01643,2023-08-28 18:43:08.197639,Alimentos,GBA Oeste,OCA,0.16,881.01,969.5,5,Entregado,4,True,2023-09-01 18:43:08.197639,8,3,35
ORD-01644,2023-08-28 22:13:25.121024,Electrónica,GBA Oeste,OCA,1.04,1129.24,617.48,2,Entregado,4,False,2023-09-01 22:13:25.121024,8,3,35
ORD-01645,2023-08-29 01:43:42.044408,Electrónica,GBA Norte,OCA,7.62,2058.05,2330.93,3,Entregado,1,True,2023-08-30 01:43:42.044408,8,3,35
ORD-01646,2023-08-29 05:13:58.967793,Electrónica,GBA Sur,Correo Argentino,0.57,559.48,560.96,3,Entregado,5,False,2023-09-03 05:13:58.967793,8,3,35
ORD-01647,2023-08-29 08:44:15.891178,Indumentaria,GBA Norte,Andreani,0.2,1090.37,2224.66,7,Entregado,8,False,2023-09-06 08:44:15.891178,8,3,35
ORD-01648,2023-08-29 12:14:32.814562,Ferretería,Rosario,Rappi Envíos,1.76,182.91,1101.58,3,Entregado,4,False,2023-09-02 12:14:32.814562,8,3,35
ORD-01649,2023-08-29 15:44:49.737947,Indumentaria,CABA,Andreani,5.7,1838.45,782.8,1,En tránsito,2,False,2023-08-31 15:44:49.737947,8,3,35
ORD-01650,2023-08-29 19:15:06.661332,Ferretería,GBA Oeste,Andreani,0.24,870.93,616.5,3,Entregado,5,False,2023-09-03 19:15:06.661332,8,3,35
ORD-01651,2023-08-29 22:45:23.584716,Ferretería,GBA Norte,PickIt,1.32,7217.88,1335.2,5,Demorado,5,True,2023-09-03 22:45:23.584716,8,3,35
ORD-01652,2023-08-30 02:15:40.508101,Alimentos,GBA Norte,OCA,6.9,1558.28,1722.76,3,Demorado,5,False,2023-09-04 02:15:40.508101,8,3,35
ORD-01653,2023-08-30 05:45:57.431486,Alimentos,GBA Norte,Correo Argentino,0.38,460.82,2260.82,7,En tránsito,8,False,2023-09-07 05:45:57.431486,8,3,35
ORD-01654,2023-08-30 09:16:14.354870,Ferretería,CABA,OCA,1.12,367.35,1683.25,5,Entregado,4,True,2023-09-03 09:16:14.354870,8,3,35
ORD-01655,2023-08-30 12:46:31.278255,Ferretería,GBA Sur,OCA,4.52,2125.37,1286.61,3,Entregado,1,True,2023-08-31 12:46:31.278255,8,3,35
ORD-01656,2023-08-30 16:16:48.201640,Indumentaria,GBA Norte,Andreani,2.35,6610.61,228.67,2,Entregado,3,False,2023-09-02 16:16:48.201640,8,3,35
ORD-01657,2023-08-30 19:47:05.125025,Indumentaria,CABA,PickIt,5.36,4866.66,2301.25,1,Entregado,1,True,2023-08-31 19:47:05.125025,8,3,35
ORD-01658,2023-08-30 23:17:22.048409,Alimentos,GBA Oeste,OCA,0.35,326.13,2270.57,7,Entregado,4,True,2023-09-03 23:17:22.048409,8,3,35
ORD-01659,2023-08-31 02:47:38.971794,Electrónica,Rosario,Rappi Envíos,7.6,1343.85,1039.98,7,Entregado,8,False,2023-09-08 02:47:38.971794,8,3,35
ORD-01660,2023-08-31 06:17:55.895179,Ferretería,Córdoba,Rappi Envíos,8.2,3384.7,218.23,2,Entregado,2,True,2023-09-02 06:17:55.895179,8,3,35
ORD-01661,2023-08-31 09:48:12.818563,Indumentaria,CABA,OCA,0.51,286.82,1873.42,3,Entregado,1,True,2023-09-01 09:48:12.818563,8,3,35
ORD-01662,2023-08-31 13:18:29.741948,Alimentos,Córdoba,Andreani,0.1,3094.46,2010.45,5,Devuelto,7,False,2023-09-07 13:18:29.741948,8,3,35
ORD-01663,2023-08-31 16:48:46.665333,Indumentaria,GBA Norte,Andreani,13.77,543.06,1424.79,3,Entregado,2,True,2023-09-02 16:48:46.665333,8,3,35
ORD-01664,2023-08-31 20:19:03.588717,Ferretería,GBA Norte,Correo Argentino,1.97,884.06,1096.76,5,Entregado,4,True,2023-09-04 20:19:03.588717,8,3,35
ORD-01665,2023-08-31 23:49:20.512102,Ferretería,CABA,PickIt,2.55,1446.11,2150.16,1,En tránsito,1,True,2023-09-01 23:49:20.512102,8,3,35
ORD-01666,2023-09-01 03:19:37.435487,Farmacia,Córdoba,Andreani,2.87,3191.72,602.41,5,Devuelto,7,False,2023-09-08 03:19:37.435487,9,3,35
ORD-01667,2023-09-01 06:49:54.358871,Electrónica,GBA Norte,Correo Argentino,4.68,5074.11,1182.96,3,Entregado,1,True,2023-09-02 06:49:54.358871,9,3,35
ORD-01668,2023-09-01 10:20:11.282256,Farmacia,GBA Oeste,Rappi Envíos,5.01,793.99,207.54,3,Entregado,2,True,2023-09-03 10:20:11.282256,9,3,35
ORD-01669,2023-09-01 13:50:28.205641,Alimentos,GBA Sur,Rappi Envíos,0.65,678.82,535.42,3,Entregado,4,False,2023-09-05 13:50:28.205641,9,3,35
ORD-01670,2023-09-01 17:20:45.129025,Indumentaria,GBA Sur,Rappi Envíos,0.81,635.09,2360.95,3,En tránsito,4,False,2023-09-05 17:20:45.129025,9,3,35
ORD-01671,2023-09-01 20:51:02.052410,Alimentos,GBA Norte,OCA,6.28,2391.28,1508.5,3,Entregado,1,True,2023-09-02 20:51:02.052410,9,3,35
ORD-01672,2023-09-02 00:21:18.975795,Ferretería,Córdoba,PickIt,5.14,2967.74,2043.14,5,En tránsito,5,True,2023-09-07 00:21:18.975795,9,3,35
ORD-01673,2023-09-02 03:51:35.899179,Farmacia,Rosario,Correo Argentino,2.88,2682.26,1293.28,3,Entregado,3,True,2023-09-05 03:51:35.899179,9,3,35
ORD-01674,2023-09-02 07:21:52.822564,Farmacia,GBA Norte,PickIt,15.72,1436.25,2111.84,3,Entregado,3,True,2023-09-05 07:21:52.822564,9,3,35
ORD-01675,2023-09-02 10:52:09.745949,Farmacia,Rosario,OCA,3.99,1585.17,1416.53,2,Entregado,2,True,2023-09-04 10:52:09.745949,9,3,35
ORD-01676,2023-09-02 14:22:26.669333,Alimentos,Rosario,Correo Argentino,0.73,870.99,160.66,7,Entregado,10,False,2023-09-12 14:22:26.669333,9,3,35
ORD-01677,2023-09-02 17:52:43.592718,Ferretería,Córdoba,Correo Argentino,5.62,956.13,2264.29,1,Entregado,2,False,2023-09-04 17:52:43.592718,9,3,35
ORD-01678,2023-09-02 21:23:00.516103,Indumentaria,Rosario,Andreani,1.61,2575.95,499.13,3,Entregado,6,False,2023-09-08 21:23:00.516103,9,3,35
ORD-01679,2023-09-03 00:53:17.439487,Indumentaria,GBA Oeste,PickIt,0.11,1428.37,1208.8,1,Entregado,1,True,2023-09-04 00:53:17.439487,9,3,35
ORD-01680,2023-09-03 04:23:34.362872,Alimentos,Córdoba,PickIt,1.16,683.23,1270.18,3,Demorado,1,True,2023-09-04 04:23:34.362872,9,3,35
ORD-01681,2023-09-03 07:53:51.286257,Farmacia,GBA Norte,Andreani,4.33,3292.25,261.01,2,En tránsito,6,False,2023-09-09 07:53:51.286257,9,3,35
ORD-01682,2023-09-03 11:24:08.209641,Electrónica,GBA Oeste,Rappi Envíos,9.67,597.15,274.72,7,Entregado,7,True,2023-09-10 11:24:08.209641,9,3,35
ORD-01683,2023-09-03 14:54:25.133026,Alimentos,CABA,OCA,0.97,1268.64,1942.0,1,Entregado,1,True,2023-09-04 14:54:25.133026,9,3,35
ORD-01684,2023-09-03 18:24:42.056411,Alimentos,GBA Sur,PickIt,0.85,317.34,856.06,3,Demorado,1,True,2023-09-04 18:24:42.056411,9,3,35
ORD-01685,2023-09-03 21:54:58.979795,Ferretería,GBA Norte,Andreani,2.49,425.9,1112.63,5,Devuelto,5,True,2023-09-08 21:54:58.979795,9,3,35
ORD-01686,2023-09-04 01:25:15.903180,Indumentaria,GBA Norte,Correo Argentino,5.01,1117.79,1475.66,2,Entregado,3,False,2023-09-07 01:25:15.903180,9,3,36
ORD-01687,2023-09-04 04:55:32.826565,Alimentos,GBA Norte,Andreani,4.12,546.62,1027.46,5,Entregado,3,True,2023-09-07 04:55:32.826565,9,3,36
ORD-01688,2023-09-04 08:25:49.749949,Alimentos,GBA Oeste,Rappi Envíos,2.46,872.05,1971.34,5,Entregado,5,True,2023-09-09 08:25:49.749949,9,3,36
ORD-01689,2023-09-04 11:56:06.673334,Farmacia,CABA,OCA,2.99,3689.59,2228.49,5,Entregado,4,True,2023-09-08 11:56:06.673334,9,3,36
ORD-01690,2023-09-04 15:26:23.596719,Farmacia,Córdoba,Rappi Envíos,0.83,968.01,290.34,2,Entregado,1,True,2023-09-05 15:26:23.596719,9,3,36
ORD-01691,2023-09-04 18:56:40.520104,Electrónica,CABA,Correo Argentino,1.7,2696.88,1643.2,2,En tránsito,4,False,2023-09-08 18:56:40.520104,9,3,36
ORD-01692,2023-09-04 22:26:57.443488,Ferretería,GBA Oeste,Correo Argentino,0.88,502.35,896.5,2,Entregado,1,True,2023-09-05 22:26:57.443488,9,3,36
ORD-01693,2023-09-05 01:57:14.366873,Electrónica,GBA Norte,Correo Argentino,6.47,1898.66,1520.7,2,Entregado,1,True,2023-09-06 01:57:14.366873,9,3,36
