order_id,fecha_pedido,fecha_entrega,mes,trimestre,semana_año,producto_categoria,zona_destino,carrier,estado,peso_kg,valor_mercaderia,costo_envio,costo_por_kg,costo_pct_valor,dias_prometidos,dias_reales,demora_dias,entrega_a_tiempo,es_devolucion
ORD-01267,2023-07-04 20:57:05.005001,2023-07-09 20:57:05.005001,7,3,2023-W27,Alimentos,CABA,PickIt,Entregado,2.57,916.53,309.53,120.44,33.77,5,5,0,True,False
ORD-01268,2023-07-05 00:27:21.928385,2023-07-08 00:27:21.928385,7,3,2023-W27,Farmacia,Rosario,Andreani,En tránsito,1.46,2232.57,1056.24,723.45,47.31,2,3,1,False,False
ORD-01269,2023-07-05 03:57:38.851770,2023-07-10 03:57:38.851770,7,3,2023-W27,Electrónica,Córdoba,Correo Argentino,Entregado,0.41,2473.08,844.92,2060.78,34.16,3,5,2,False,False
ORD-01270,2023-07-05 07:27:55.775155,2023-07-12 07:27:55.775155,7,3,2023-W27,Farmacia,GBA Norte,Rappi Envíos,Entregado,1.46,1444.21,189.94,130.1,13.15,5,7,2,False,False
ORD-01271,2023-07-05 10:58:12.698539,2023-07-11 10:58:12.698539,7,3,2023-W27,Electrónica,Rosario,Andreani,Demorado,2.27,6425.76,610.54,268.96,9.5,5,6,1,False,False
ORD-01272,2023-07-05 14:28:29.621924,2023-07-06 14:28:29.621924,7,3,2023-W27,Indumentaria,GBA Sur,Andreani,Entregado,2.74,4246.95,1080.33,394.28,25.44,2,1,-1,True,False
ORD-01273,2023-07-05 17:58:46.545309,2023-07-10 17:58:46.545309,7,3,2023-W27,Electrónica,GBA Norte,OCA,Entregado,8.24,2053.57,613.96,74.51,29.9,5,5,0,True,False
ORD-01274,2023-07-05 21:29:03.468693,2023-07-06 21:29:03.468693,7,3,2023-W27,Ferretería,Rosario,Rappi Envíos,Demorado,4.51,1564.2,1565.64,347.15,100.09,3,1,-2,True,False
ORD-01275,2023-07-06 00:59:20.392078,2023-07-13 00:59:20.392078,7,3,2023-W27,Alimentos,Córdoba,Andreani,En tránsito,0.49,848.64,1204.33,2457.82,141.91,3,7,4,False,False
ORD-01276,2023-07-06 04:29:37.315463,2023-07-07 04:29:37.315463,7,3,2023-W27,Indumentaria,CABA,OCA,Entregado,0.57,574.12,242.78,425.93,42.29,2,1,-1,True,False
ORD-01277,2023-07-06 07:59:54.238847,2023-07-10 07:59:54.238847,7,3,2023-W27,Electrónica,GBA Norte,Rappi Envíos,Demorado,0.32,2434.47,796.34,2488.56,32.71,3,4,1,False,False
ORD-01278,2023-07-06 11:30:11.162232,2023-07-12 11:30:11.162232,7,3,2023-W27,Farmacia,Córdoba,PickIt,Devuelto,4.02,898.61,195.77,48.7,21.79,5,6,1,False,True
ORD-01279,2023-07-06 15:00:28.085617,2023-07-08 15:00:28.085617,7,3,2023-W27,Indumentaria,GBA Oeste,OCA,Devuelto,3.67,397.78,991.62,270.2,249.29,2,2,0,True,True
ORD-01280,2023-07-06 18:30:45.009001,2023-07-07 18:30:45.009001,7,3,2023-W27,Indumentaria,GBA Sur,PickIt,Entregado,12.88,491.69,758.91,58.92,154.35,2,1,-1,True,False
ORD-01281,2023-07-06 22:01:01.932386,2023-07-08 22:01:01.932386,7,3,2023-W27,Electrónica,GBA Norte,Correo Argentino,Entregado,2.21,561.05,1767.24,799.66,314.99,3,2,-1,True,False
ORD-01282,2023-07-07 01:31:18.855771,2023-07-08 01:31:18.855771,7,3,2023-W27,Indumentaria,CABA,Correo Argentino,Entregado,5.25,6333.15,872.41,166.17,13.78,1,1,0,True,False
ORD-01283,2023-07-07 05:01:35.779155,2023-07-11 05:01:35.779155,7,3,2023-W27,Farmacia,GBA Oeste,Correo Argentino,En tránsito,2.58,2560.17,1031.62,399.85,40.29,5,4,-1,True,False
ORD-01284,2023-07-07 08:31:52.702540,2023-07-10 08:31:52.702540,7,3,2023-W27,Indumentaria,Córdoba,Correo Argentino,Entregado,6.22,1134.87,1854.53,298.16,163.41,2,3,1,False,False
ORD-01285,2023-07-07 12:02:09.625925,2023-07-08 12:02:09.625925,7,3,2023-W27,Farmacia,GBA Sur,Andreani,Entregado,3.83,1658.97,1280.16,334.25,77.17,2,1,-1,True,False
ORD-01286,2023-07-07 15:32:26.549309,2023-07-12 15:32:26.549309,7,3,2023-W27,Electrónica,CABA,Correo Argentino,Entregado,3.09,1863.16,1457.67,471.74,78.24,5,5,0,True,False
ORD-01287,2023-07-07 19:02:43.472694,2023-07-11 19:02:43.472694,7,3,2023-W27,Alimentos,Córdoba,Andreani,Entregado,2.5,460.08,2127.16,850.86,462.35,3,4,1,False,False
ORD-01288,2023-07-07 22:33:00.396079,2023-07-11 22:33:00.396079,7,3,2023-W27,Indumentaria,Córdoba,Andreani,Entregado,3.85,341.19,636.19,165.24,186.46,2,4,2,False,False
ORD-01289,2023-07-08 02:03:17.319463,2023-07-09 02:03:17.319463,7,3,2023-W27,Alimentos,GBA Norte,Rappi Envíos,Entregado,1.63,3138.63,2474.59,1518.15,78.84,3,1,-2,True,False
ORD-01290,2023-07-08 05:33:34.242848,2023-07-11 05:33:34.242848,7,3,2023-W27,Farmacia,GBA Norte,Andreani,En tránsito,0.3,284.37,2265.25,7550.83,796.59,2,3,1,False,False
ORD-01291,2023-07-08 09:03:51.166233,2023-07-11 09:03:51.166233,7,3,2023-W27,Indumentaria,CABA,Andreani,Entregado,0.12,1077.68,823.4,6861.67,76.4,1,3,2,False,False
ORD-01292,2023-07-08 12:34:08.089617,2023-07-11 12:34:08.089617,7,3,2023-W27,Ferretería,Rosario,Correo Argentino,Entregado,1.96,532.87,2248.41,1147.15,421.94,3,3,0,True,False
ORD-01293,2023-07-08 16:04:25.013002,2023-07-15 16:04:25.013002,7,3,2023-W27,Alimentos,Rosario,Andreani,Devuelto,2.74,1367.84,1921.8,701.39,140.5,5,7,2,False,True
ORD-01294,2023-07-08 19:34:41.936387,2023-07-14 19:34:41.936387,7,3,2023-W27,Indumentaria,Córdoba,PickIt,Entregado,0.25,851.46,2337.28,9349.12,274.5,5,6,1,False,False
ORD-01295,2023-07-08 23:04:58.859771,2023-07-12 23:04:58.859771,7,3,2023-W27,Alimentos,GBA Norte,Correo Argentino,Entregado,1.01,1870.54,1774.17,1756.6,94.85,5,4,-1,True,False
ORD-01296,2023-07-09 02:35:15.783156,2023-07-16 02:35:15.783156,7,3,2023-W27,Indumentaria,GBA Sur,OCA,Cancelado,1.17,108.73,1735.02,1482.92,1595.71,7,7,0,True,False
ORD-01297,2023-07-09 06:05:32.706541,2023-07-18 06:05:32.706541,7,3,2023-W27,Electrónica,GBA Sur,Correo Argentino,Entregado,2.48,3363.27,158.14,63.77,4.7,7,9,2,False,False
ORD-01298,2023-07-09 09:35:49.629925,2023-07-17 09:35:49.629925,7,3,2023-W27,Alimentos,Córdoba,Andreani,Entregado,0.98,2287.89,1265.34,1291.16,55.31,5,8,3,False,False
ORD-01299,2023-07-09 13:06:06.553310,2023-07-12 13:06:06.553310,7,3,2023-W27,Ferretería,GBA Norte,PickIt,En tránsito,0.3,3015.57,620.63,2068.77,20.58,5,3,-2,True,False
ORD-01300,2023-07-09 16:36:23.476695,2023-07-10 16:36:23.476695,7,3,2023-W27,Ferretería,CABA,Correo Argentino,Entregado,0.54,2687.56,911.59,1688.13,33.92,3,1,-2,True,False
ORD-01301,2023-07-09 20:06:40.400080,2023-07-10 20:06:40.400080,7,3,2023-W27,Farmacia,CABA,PickIt,Entregado,0.57,1500.87,2450.22,4298.63,163.25,2,1,-1,True,False
ORD-01302,2023-07-09 23:36:57.323464,2023-07-10 23:36:57.323464,7,3,2023-W27,Indumentaria,CABA,OCA,Entregado,5.55,577.47,350.93,63.23,60.77,2,1,-1,True,False
ORD-01303,2023-07-10 03:07:14.246849,2023-07-12 03:07:14.246849,7,3,2023-W28,Alimentos,GBA Sur,OCA,Entregado,1.0,1700.08,1847.84,1847.84,108.69,2,2,0,True,False
ORD-01304,2023-07-10 06:37:31.170234,2023-07-17 06:37:31.170234,7,3,2023-W28,Farmacia,GBA Norte,Rappi Envíos,Entregado,3.76,1464.89,556.42,147.98,37.98,7,7,0,True,False
ORD-01305,2023-07-10 10:07:48.093618,2023-07-12 10:07:48.093618,7,3,2023-W28,Alimentos,GBA Norte,Rappi Envíos,Entregado,2.52,2634.8,167.39,66.42,6.35,3,2,-1,True,False
ORD-01306,2023-07-10 13:38:05.017003,2023-07-18 13:38:05.017003,7,3,2023-W28,Indumentaria,GBA Sur,Correo Argentino,Entregado,11.32,2041.93,1328.33,117.34,65.05,5,8,3,False,False
ORD-01307,2023-07-10 17:08:21.940388,2023-07-13 17:08:21.940388,7,3,2023-W28,Ferretería,CABA,Rappi Envíos,Entregado,0.96,1204.99,528.86,550.9,43.89,2,3,1,False,False
ORD-01308,2023-07-10 20:38:38.863772,2023-07-14 20:38:38.863772,7,3,2023-W28,Electrónica,CABA,PickIt,En tránsito,0.52,1691.09,2418.85,4651.63,143.03,3,4,1,False,False
ORD-01309,2023-07-11 00:08:55.787157,2023-07-12 00:08:55.787157,7,3,2023-W28,Ferretería,Córdoba,Rappi Envíos,Entregado,0.16,1847.76,628.69,3929.31,34.02,1,1,0,True,False
ORD-01310,2023-07-11 03:39:12.710542,2023-07-16 03:39:12.710542,7,3,2023-W28,Farmacia,Rosario,PickIt,Entregado,0.83,3256.25,601.28,724.43,18.47,5,5,0,True,False
ORD-01311,2023-07-11 07:09:29.633926,2023-07-16 07:09:29.633926,7,3,2023-W28,Electrónica,GBA Oeste,Rappi Envíos,Entregado,3.46,6222.21,225.59,65.2,3.63,5,5,0,True,False
ORD-01312,2023-07-11 10:39:46.557311,2023-07-17 10:39:46.557311,7,3,2023-W28,Farmacia,Rosario,Rappi Envíos,Cancelado,0.27,1992.37,925.08,3426.22,46.43,5,6,1,False,False
ORD-01313,2023-07-11 14:10:03.480696,2023-07-12 14:10:03.480696,7,3,2023-W28,Indumentaria,GBA Norte,Rappi Envíos,En tránsito,0.84,1856.36,206.66,246.02,11.13,1,1,0,True,False
ORD-01314,2023-07-11 17:40:20.404080,2023-07-14 17:40:20.404080,7,3,2023-W28,Electrónica,GBA Norte,Andreani,Devuelto,5.8,877.44,1322.38,228.0,150.71,2,3,1,False,True
ORD-01315,2023-07-11 21:10:37.327465,2023-07-15 21:10:37.327465,7,3,2023-W28,Farmacia,GBA Norte,Andreani,Entregado,2.62,777.97,1338.19,510.76,172.01,2,4,2,False,False
ORD-01316,2023-07-12 00:40:54.250850,2023-07-16 00:40:54.250850,7,3,2023-W28,Indumentaria,Rosario,Rappi Envíos,Entregado,0.22,530.69,275.12,1250.55,51.84,2,4,2,False,False
ORD-01317,2023-07-12 04:11:11.174234,2023-07-17 04:11:11.174234,7,3,2023-W28,Ferretería,GBA Oeste,PickIt,Entregado,0.15,44.71,714.15,4761.0,1597.29,5,5,0,True,False
ORD-01318,2023-07-12 07:41:28.097619,2023-07-14 07:41:28.097619,7,3,2023-W28,Indumentaria,Córdoba,Correo Argentino,Entregado,0.19,473.8,2105.45,11081.32,444.38,2,2,0,True,False
ORD-01319,2023-07-12 11:11:45.021004,2023-07-17 11:11:45.021004,7,3,2023-W28,Alimentos,Rosario,OCA,Entregado,8.54,922.67,1236.98,144.85,134.07,3,5,2,False,False
ORD-01320,2023-07-12 14:42:01.944388,2023-07-15 14:42:01.944388,7,3,2023-W28,Indumentaria,GBA Oeste,Andreani,Entregado,5.69,807.34,1171.33,205.86,145.09,3,3,0,True,False
ORD-01321,2023-07-12 18:12:18.867773,2023-07-15 18:12:18.867773,7,3,2023-W28,Indumentaria,CABA,Rappi Envíos,Entregado,5.59,1731.26,1792.13,320.6,103.52,3,3,0,True,False
ORD-01322,2023-07-12 21:42:35.791158,2023-07-14 21:42:35.791158,7,3,2023-W28,Alimentos,CABA,OCA,En tránsito,7.74,490.77,1829.97,236.43,372.88,2,2,0,True,False
ORD-01323,2023-07-13 01:12:52.714542,2023-07-19 01:12:52.714542,7,3,2023-W28,Farmacia,GBA Norte,Andreani,Entregado,2.11,512.86,1940.61,919.72,378.39,7,6,-1,True,False
ORD-01324,2023-07-13 04:43:09.637927,2023-07-18 04:43:09.637927,7,3,2023-W28,Farmacia,GBA Sur,Correo Argentino,Devuelto,0.85,132.46,2101.63,2472.51,1586.61,3,5,2,False,True
ORD-01325,2023-07-13 08:13:26.561312,2023-07-21 08:13:26.561312,7,3,2023-W28,Indumentaria,GBA Norte,PickIt,Entregado,1.54,1757.12,695.79,451.81,39.6,5,8,3,False,False
ORD-01326,2023-07-13 11:43:43.484696,2023-07-14 11:43:43.484696,7,3,2023-W28,Alimentos,GBA Sur,Rappi Envíos,En tránsito,3.81,451.31,305.99,80.31,67.8,2,1,-1,True,False
ORD-01327,2023-07-13 15:14:00.408081,2023-07-18 15:14:00.408081,7,3,2023-W28,Alimentos,GBA Oeste,Correo Argentino,En tránsito,6.26,535.92,1043.62,166.71,194.73,5,5,0,True,False
ORD-01328,2023-07-13 18:44:17.331466,2023-07-14 18:44:17.331466,7,3,2023-W28,Ferretería,CABA,Andreani,Entregado,1.71,1928.98,2159.48,1262.85,111.95,2,1,-1,True,False
ORD-01329,2023-07-13 22:14:34.254850,2023-07-16 22:14:34.254850,7,3,2023-W28,Farmacia,Rosario,Rappi Envíos,Entregado,2.3,453.62,333.37,144.94,73.49,3,3,0,True,False
ORD-01330,2023-07-14 01:44:51.178235,2023-07-18 01:44:51.178235,7,3,2023-W28,Electrónica,GBA Sur,OCA,Entregado,8.06,1604.13,1503.49,186.54,93.73,3,4,1,False,False
ORD-01331,2023-07-14 05:15:08.101620,2023-07-15 05:15:08.101620,7,3,2023-W28,Farmacia,GBA Oeste,PickIt,Entregado,0.34,328.12,1797.54,5286.88,547.83,2,1,-1,True,False
ORD-01332,2023-07-14 08:45:25.025005,2023-07-15 08:45:25.025005,7,3,2023-W28,Farmacia,CABA,Andreani,Cancelado,5.95,1073.71,1281.31,215.35,119.33,1,1,0,True,False
ORD-01333,2023-07-14 12:15:41.948389,2023-07-22 12:15:41.948389,7,3,2023-W28,Ferretería,Rosario,PickIt,Entregado,0.52,596.06,749.66,1441.65,125.77,7,8,1,False,False
ORD-01334,2023-07-14 15:45:58.871774,2023-07-15 15:45:58.871774,7,3,2023-W28,Electrónica,GBA Sur,Rappi Envíos,Entregado,1.98,840.25,916.83,463.05,109.11,2,1,-1,True,False
ORD-01335,2023-07-14 19:16:15.795159,2023-07-18 19:16:15.795159,7,3,2023-W28,Ferretería,GBA Norte,Correo Argentino,Devuelto,0.74,4972.51,318.38,430.24,6.4,5,4,-1,True,True
ORD-01336,2023-07-14 22:46:32.718543,2023-07-16 22:46:32.718543,7,3,2023-W28,Electrónica,GBA Norte,PickIt,Entregado,2.77,212.88,837.57,302.37,393.45,3,2,-1,True,False
ORD-01337,2023-07-15 02:16:49.641928,2023-07-17 02:16:49.641928,7,3,2023-W28,Indumentaria,GBA Norte,OCA,Entregado,2.45,4547.85,254.29,103.79,5.59,2,2,0,True,False
ORD-01338,2023-07-15 05:47:06.565313,2023-07-17 05:47:06.565313,7,3,2023-W28,Electrónica,GBA Oeste,Andreani,En tránsito,1.43,437.56,1856.86,1298.5,424.37,2,2,0,True,False
ORD-01339,2023-07-15 09:17:23.488697,2023-07-16 09:17:23.488697,7,3,2023-W28,Ferretería,GBA Norte,OCA,Entregado,5.97,2615.16,2260.29,378.61,86.43,2,1,-1,True,False
ORD-01340,2023-07-15 12:47:40.412082,2023-07-19 12:47:40.412082,7,3,2023-W28,Farmacia,Córdoba,PickIt,Entregado,3.23,3188.54,1638.76,507.36,51.4,3,4,1,False,False
ORD-01341,2023-07-15 16:17:57.335467,2023-07-16 16:17:57.335467,7,3,2023-W28,Electrónica,CABA,Correo Argentino,Entregado,3.83,1686.59,1693.25,442.1,100.39,3,1,-2,True,False
ORD-01342,2023-07-15 19:48:14.258851,2023-07-22 19:48:14.258851,7,3,2023-W28,Electrónica,GBA Oeste,Correo Argentino,Demorado,0.49,324.26,1259.53,2570.47,388.43,5,7,2,False,False
ORD-01343,2023-07-15 23:18:31.182236,2023-07-16 23:18:31.182236,7,3,2023-W28,Alimentos,Rosario,OCA,Entregado,6.44,1440.05,516.69,80.23,35.88,3,1,-2,True,False
ORD-01344,2023-07-16 02:48:48.105621,2023-07-21 02:48:48.105621,7,3,2023-W28,Farmacia,GBA Norte,Rappi Envíos,Entregado,0.55,14179.64,168.15,305.73,1.19,5,5,0,True,False
ORD-01345,2023-07-16 06:19:05.029005,2023-07-18 06:19:05.029005,7,3,2023-W28,Indumentaria,CABA,Rappi Envíos,Entregado,0.76,1109.02,958.34,1260.97,86.41,1,2,1,False,False
ORD-01346,2023-07-16 09:49:21.952390,2023-07-17 09:49:21.952390,7,3,2023-W28,Ferretería,GBA Sur,Correo Argentino,Entregado,0.41,991.46,1916.0,4673.17,193.25,3,1,-2,True,False
ORD-01347,2023-07-16 13:19:38.875775,2023-07-17 13:19:38.875775,7,3,2023-W28,Indumentaria,GBA Norte,OCA,Entregado,1.74,900.49,2407.01,1383.34,267.3,2,1,-1,True,False
ORD-01348,2023-07-16 16:49:55.799159,2023-07-18 16:49:55.799159,7,3,2023-W28,Farmacia,CABA,OCA,Cancelado,6.56,1836.4,1163.05,177.29,63.33,2,2,0,True,False
ORD-01349,2023-07-16 20:20:12.722544,2023-07-21 20:20:12.722544,7,3,2023-W28,Electrónica,Córdoba,OCA,Entregado,0.87,1005.08,1008.67,1159.39,100.36,5,5,0,True,False
ORD-01350,2023-07-16 23:50:29.645929,2023-07-22 23:50:29.645929,7,3,2023-W28,Electrónica,GBA Sur,PickIt,Entregado,1.4,1457.66,1198.0,855.71,82.19,5,6,1,False,False
ORD-01351,2023-07-17 03:20:46.569313,2023-07-21 03:20:46.569313,7,3,2023-W29,Farmacia,Córdoba,Rappi Envíos,Entregado,5.61,818.67,1155.27,205.93,141.12,3,4,1,False,False
ORD-01352,2023-07-17 06:51:03.492698,2023-07-24 06:51:03.492698,7,3,2023-W29,Electrónica,Rosario,Rappi Envíos,Entregado,2.89,389.07,1620.82,560.84,416.59,5,7,2,False,False
ORD-01353,2023-07-17 10:21:20.416083,2023-07-20 10:21:20.416083,7,3,2023-W29,Electrónica,CABA,PickIt,Entregado,4.18,11182.09,1875.25,448.62,16.77,3,3,0,True,False
ORD-01354,2023-07-17 13:51:37.339467,2023-07-23 13:51:37.339467,7,3,2023-W29,Electrónica,Córdoba,Andreani,Entregado,0.72,995.6,1994.65,2770.35,200.35,5,6,1,False,False
ORD-01355,2023-07-17 17:21:54.262852,2023-07-18 17:21:54.262852,7,3,2023-W29,Ferretería,Rosario,PickIt,Entregado,3.78,26860.13,1676.57,443.54,6.24,1,1,0,True,False
ORD-01356,2023-07-17 20:52:11.186237,2023-07-18 20:52:11.186237,7,3,2023-W29,Ferretería,CABA,OCA,En tránsito,0.77,1677.26,1178.65,1530.71,70.27,1,1,0,True,False
ORD-01357,2023-07-18 00:22:28.109621,2023-07-25 00:22:28.109621,7,3,2023-W29,Alimentos,CABA,PickIt,Entregado,13.1,1998.16,2382.74,181.89,119.25,5,7,2,False,False
ORD-01358,2023-07-18 03:52:45.033006,2023-07-22 03:52:45.033006,7,3,2023-W29,Indumentaria,Córdoba,OCA,Entregado,2.46,804.9,1820.9,740.2,226.23,3,4,1,False,False
ORD-01359,2023-07-18 07:23:01.956391,2023-07-19 07:23:01.956391,7,3,2023-W29,Farmacia,CABA,Correo Argentino,Entregado,3.57,606.1,1152.65,322.87,190.17,3,1,-2,True,False
ORD-01360,2023-07-18 10:53:18.879775,2023-07-22 10:53:18.879775,7,3,2023-W29,Farmacia,GBA Norte,OCA,Entregado,0.38,823.31,1199.47,3156.5,145.69,3,4,1,False,False
ORD-01361,2023-07-18 14:23:35.803160,2023-07-28 14:23:35.803160,7,3,2023-W29,Farmacia,CABA,Rappi Envíos,Entregado,0.87,477.08,2072.25,2381.9,434.36,7,10,3,False,False
ORD-01362,2023-07-18 17:53:52.726545,2023-07-22 17:53:52.726545,7,3,2023-W29,Alimentos,GBA Oeste,PickIt,Entregado,0.45,434.99,1185.27,2633.93,272.48,3,4,1,False,False
ORD-01363,2023-07-18 21:24:09.649929,2023-07-24 21:24:09.649929,7,3,2023-W29,Ferretería,Rosario,OCA,En tránsito,1.48,6532.87,1363.24,921.11,20.87,3,6,3,False,False
ORD-01364,2023-07-19 00:54:26.573314,2023-07-24 00:54:26.573314,7,3,2023-W29,Alimentos,CABA,Andreani,Entregado,1.0,2440.0,835.15,835.15,34.23,5,5,0,True,False
ORD-01365,2023-07-19 04:24:43.496699,2023-07-28 04:24:43.496699,7,3,2023-W29,Farmacia,GBA Oeste,Correo Argentino,Entregado,3.96,4905.86,2121.45,535.72,43.24,5,9,4,False,False
ORD-01366,2023-07-19 07:55:00.420084,2023-07-20 07:55:00.420084,7,3,2023-W29,Indumentaria,CABA,Andreani,Entregado,0.35,3377.53,1377.37,3935.34,40.78,2,1,-1,True,False
ORD-01367,2023-07-19 11:25:17.343468,2023-07-21 11:25:17.343468,7,3,2023-W29,Electrónica,CABA,Andreani,En tránsito,4.18,601.02,1448.46,346.52,241.0,3,2,-1,True,False
ORD-01368,2023-07-19 14:55:34.266853,2023-07-24 14:55:34.266853,7,3,2023-W29,Ferretería,Córdoba,Andreani,Entregado,0.14,235.17,2219.59,15854.21,943.82,3,5,2,False,False
ORD-01369,2023-07-19 18:25:51.190238,2023-07-20 18:25:51.190238,7,3,2023-W29,Ferretería,GBA Norte,Correo Argentino,Entregado,0.68,692.19,2313.22,3401.79,334.19,2,1,-1,True,False
ORD-01370,2023-07-19 21:56:08.113622,2023-07-24 21:56:08.113622,7,3,2023-W29,Alimentos,Rosario,Correo Argentino,Entregado,4.71,1202.11,2086.86,443.07,173.6,3,5,2,False,False
ORD-01371,2023-07-20 01:26:25.037007,2023-07-22 01:26:25.037007,7,3,2023-W29,Ferretería,GBA Norte,Correo Argentino,Devuelto,4.07,3443.84,303.62,74.6,8.82,1,2,1,False,True
ORD-01372,2023-07-20 04:56:41.960392,2023-07-22 04:56:41.960392,7,3,2023-W29,Farmacia,GBA Sur,Correo Argentino,Entregado,1.94,1038.36,1192.25,614.56,114.82,2,2,0,True,False
ORD-01373,2023-07-20 08:26:58.883776,2023-07-28 08:26:58.883776,7,3,2023-W29,Farmacia,Córdoba,Andreani,Entregado,0.15,21297.94,956.83,6378.87,4.49,7,8,1,False,False
ORD-01374,2023-07-20 11:57:15.807161,2023-07-23 11:57:15.807161,7,3,2023-W29,Alimentos,Córdoba,Rappi Envíos,Entregado,2.82,711.45,651.76,231.12,91.61,2,3,1,False,False
ORD-01375,2023-07-20 15:27:32.730546,2023-07-24 15:27:32.730546,7,3,2023-W29,Farmacia,GBA Norte,Rappi Envíos,En tránsito,1.57,1980.41,2286.04,1456.08,115.43,3,4,1,False,False
ORD-01376,2023-07-20 18:57:49.653930,2023-07-22 18:57:49.653930,7,3,2023-W29,Indumentaria,Córdoba,Correo Argentino,Entregado,1.14,602.69,2241.66,1966.37,371.94,2,2,0,True,False
ORD-01377,2023-07-20 22:28:06.577315,2023-07-21 22:28:06.577315,7,3,2023-W29,Alimentos,GBA Norte,PickIt,En tránsito,3.07,1646.29,1243.45,405.03,75.53,3,1,-2,True,False
ORD-01378,2023-07-21 01:58:23.500700,2023-07-25 01:58:23.500700,7,3,2023-W29,Indumentaria,Córdoba,OCA,Demorado,1.72,967.22,466.22,271.06,48.2,2,4,2,False,False
ORD-01379,2023-07-21 05:28:40.424084,2023-07-23 05:28:40.424084,7,3,2023-W29,Electrónica,CABA,PickIt,Entregado,0.29,855.2,181.41,625.55,21.21,3,2,-1,True,False
ORD-01380,2023-07-21 08:58:57.347469,2023-07-25 08:58:57.347469,7,3,2023-W29,Indumentaria,GBA Norte,PickIt,Entregado,7.43,590.64,1180.4,158.87,199.85,5,4,-1,True,False
ORD-01381,2023-07-21 12:29:14.270854,2023-07-23 12:29:14.270854,7,3,2023-W29,Electrónica,GBA Norte,PickIt,Entregado,4.52,1270.98,243.89,53.96,19.19,3,2,-1,True,False
ORD-01382,2023-07-21 15:59:31.194238,2023-07-24 15:59:31.194238,7,3,2023-W29,Electrónica,GBA Oeste,Rappi Envíos,Entregado,0.17,2530.5,1582.46,9308.59,62.54,3,3,0,True,False
ORD-01383,2023-07-21 19:29:48.117623,2023-07-22 19:29:48.117623,7,3,2023-W29,Indumentaria,Córdoba,OCA,Entregado,2.23,413.61,1579.76,708.41,381.94,3,1,-2,True,False
ORD-01384,2023-07-21 23:00:05.041008,2023-07-22 23:00:05.041008,7,3,2023-W29,Alimentos,Córdoba,PickIt,Entregado,0.26,1044.64,2262.51,8701.96,216.58,2,1,-1,True,False
ORD-01385,2023-07-22 02:30:21.964392,2023-07-25 02:30:21.964392,7,3,2023-W29,Farmacia,GBA Norte,Correo Argentino,Entregado,5.45,1795.67,596.62,109.47,33.23,3,3,0,True,False
ORD-01386,2023-07-22 06:00:38.887777,2023-07-23 06:00:38.887777,7,3,2023-W29,Farmacia,CABA,Rappi Envíos,Entregado,2.85,2170.89,1022.78,358.87,47.11,1,1,0,True,False
ORD-01387,2023-07-22 09:30:55.811162,2023-07-23 09:30:55.811162,7,3,2023-W29,Electrónica,CABA,Correo Argentino,Demorado,0.57,7065.84,2169.93,3806.89,30.71,3,1,-2,True,False
ORD-01388,2023-07-22 13:01:12.734546,2023-07-26 13:01:12.734546,7,3,2023-W29,Electrónica,Rosario,Correo Argentino,Entregado,0.1,1956.04,1264.6,12646.0,64.65,5,4,-1,True,False
ORD-01389,2023-07-22 16:31:29.657931,2023-07-23 16:31:29.657931,7,3,2023-W29,Alimentos,CABA,PickIt,Entregado,0.1,735.08,290.35,2903.5,39.5,3,1,-2,True,False
ORD-01390,2023-07-22 20:01:46.581316,2023-07-26 20:01:46.581316,7,3,2023-W29,Ferretería,Córdoba,Correo Argentino,Entregado,2.12,621.41,410.34,193.56,66.03,3,4,1,False,False
ORD-01391,2023-07-22 23:32:03.504700,2023-07-23 23:32:03.504700,7,3,2023-W29,Indumentaria,GBA Oeste,OCA,Entregado,3.98,613.84,2061.62,517.99,335.86,1,1,0,True,False
ORD-01392,2023-07-23 03:02:20.428085,2023-07-29 03:02:20.428085,7,3,2023-W29,Electrónica,GBA Norte,Correo Argentino,Entregado,0.39,580.58,1897.69,4865.87,326.86,5,6,1,False,False
ORD-01393,2023-07-23 06:32:37.351470,2023-07-28 06:32:37.351470,7,3,2023-W29,Farmacia,GBA Sur,PickIt,Entregado,0.75,1360.67,2208.32,2944.43,162.3,3,5,2,False,False
ORD-01394,2023-07-23 10:02:54.274854,2023-08-02 10:02:54.274854,7,3,2023-W29,Alimentos,GBA Oeste,Correo Argentino,Cancelado,1.19,1669.95,429.32,360.77,25.71,7,10,3,False,False
ORD-01395,2023-07-23 13:33:11.198239,2023-07-26 13:33:11.198239,7,3,2023-W29,Indumentaria,GBA Sur,Rappi Envíos,Entregado,0.74,2501.25,1936.98,2617.54,77.44,2,3,1,False,False
ORD-01396,2023-07-23 17:03:28.121624,2023-07-31 17:03:28.121624,7,3,2023-W29,Alimentos,GBA Oeste,Rappi Envíos,Entregado,1.49,2132.38,1689.5,1133.89,79.23,7,8,1,False,False
ORD-01397,2023-07-23 20:33:45.045009,2023-07-28 20:33:45.045009,7,3,2023-W29,Indumentaria,CABA,Rappi Envíos,Demorado,2.46,3812.75,695.89,282.88,18.25,3,5,2,False,False
ORD-01398,2023-07-24 00:04:01.968393,2023-07-25 00:04:01.968393,7,3,2023-W30,Indumentaria,Córdoba,Andreani,Entregado,3.46,561.76,2438.68,704.82,434.11,1,1,0,True,False
